geoname,Total,American Indian or Alaska Native Alone,Asian Alone,Black or African American Alone,Native Hawaiian or Other Pacific Islander Alone,White Alone,Hispanic or Latino,American Indian or Alaska Native Alone %,Asian Alone %,Black or African American Alone %,Native Hawaiian or Other Pacific Islander Alone %,White Alone %,Hispanic or Latino %
"Delegate District 95 (2024), West Virginia",13559,9,177,917,0,10964,1039,0.07,1.31,6.76,0.0,80.86,7.66
"Delegate District 96 (2024), West Virginia",14441,1,109,823,0,12532,797,0.01,0.75,5.7,0.0,86.78,5.52
"Delegate District 97 (2024), West Virginia",14336,3,138,724,0,12650,414,0.02,0.96,5.05,0.0,88.24,2.89
"Delegate District 98 (2024), West Virginia",13648,2,191,881,2,11229,962,0.01,1.4,6.46,0.01,82.28,7.05
"Delegate District 99 (2024), West Virginia",13752,17,239,1295,3,11172,714,0.12,1.74,9.42,0.02,81.24,5.19
"Essex-Caledonia State House District (2024), Vermont",3174,3,17,7,2,3055,25,0.09,0.54,0.22,0.06,96.25,0.79
"Essex-Orleans State House District (2024), Vermont",3836,0,2,1,0,3701,100,0.0,0.05,0.03,0.0,96.48,2.61
"Franklin-1 State House District (2024), Vermont",6779,2,29,3,0,6467,149,0.03,0.43,0.04,0.0,95.4,2.2
"Franklin-2 State House District (2024), Vermont",3408,35,1,5,9,3153,162,1.03,0.03,0.15,0.26,92.52,4.75
"Franklin-3 State House District (2024), Vermont",3646,17,22,23,0,3435,72,0.47,0.6,0.63,0.0,94.21,1.97
"Franklin-4 State House District (2024), Vermont",7050,14,10,19,1,6706,122,0.2,0.14,0.27,0.01,95.12,1.73
"Franklin-5 State House District (2024), Vermont",7359,10,15,9,0,6962,72,0.14,0.2,0.12,0.0,94.61,0.98
"Franklin-6 State House District (2024), Vermont",3370,0,11,7,0,3205,85,0.0,0.33,0.21,0.0,95.1,2.52
"Franklin-7 State House District (2024), Vermont",3091,15,0,8,0,2887,12,0.49,0.0,0.26,0.0,93.4,0.39
"Franklin-8 State House District (2024), Vermont",3827,0,22,1,0,3591,0,0.0,0.57,0.03,0.0,93.83,0.0
"Grand Isle-Chittenden State House District (2024), Vermont",7293,86,13,24,3,6854,119,1.18,0.18,0.33,0.04,93.98,1.63
"Lamoille-1 State House District (2024), Vermont",3410,8,0,2,2,3324,59,0.23,0.0,0.06,0.06,97.48,1.73
"Lamoille-2 State House District (2024), Vermont",6514,18,8,88,1,6132,127,0.28,0.12,1.35,0.02,94.14,1.95
"Lamoille-3 State House District (2024), Vermont",3390,12,2,122,1,3193,31,0.35,0.06,3.6,0.03,94.19,0.91
"Lamoille-Washington State House District (2024), Vermont",7296,2,123,2,0,6769,254,0.03,1.69,0.03,0.0,92.78,3.48
"Legislative (House) District 1 (2024), Washington",108890,315,14028,2621,267,80944,5976,0.29,12.88,2.41,0.25,74.34,5.49
"Legislative (House) District 10 (2024), Washington",124185,1091,4357,2064,418,102493,8888,0.88,3.51,1.66,0.34,82.53,7.16
"Legislative (House) District 11 (2024), Washington",103425,542,24666,11123,1186,49869,9626,0.52,23.85,10.75,1.15,48.22,9.31
"Legislative (House) District 12 (2024), Washington",110753,913,2521,1023,139,90176,12790,0.82,2.28,0.92,0.13,81.42,11.55
"Legislative (House) District 13 (2024), Washington",105758,717,1080,1078,66,77702,22086,0.68,1.02,1.02,0.06,73.47,20.88
"Legislative (House) District 14 (2024), Washington",77954,3865,802,761,244,27439,42348,4.96,1.03,0.98,0.31,35.2,54.32
"Legislative (House) District 15 (2024), Washington",108073,650,1447,986,100,74468,27494,0.6,1.34,0.91,0.09,68.91,25.44
"Legislative (House) District 16 (2024), Washington",113335,421,2421,1723,316,84024,20933,0.37,2.14,1.52,0.28,74.14,18.47
"Legislative (House) District 17 (2024), Washington",118271,709,6622,1918,554,95333,8563,0.6,5.6,1.62,0.47,80.61,7.24
"Legislative (House) District 18 (2024), Washington",118052,247,5006,1829,309,97111,8766,0.21,4.24,1.55,0.26,82.26,7.43
"Legislative (House) District 19 (2024), Washington",125006,1975,1465,1285,514,106745,7824,1.58,1.17,1.03,0.41,85.39,6.26
"Legislative (House) District 2 (2024), Washington",114953,1181,5597,5076,1823,83565,10784,1.03,4.87,4.42,1.59,72.69,9.38
"Legislative (House) District 20 (2024), Washington",120747,839,1649,701,301,107138,6507,0.69,1.37,0.58,0.25,88.73,5.39
"Legislative (House) District 21 (2024), Washington",108638,584,15790,4886,879,73005,8028,0.54,14.53,4.5,0.81,67.2,7.39
"Legislative (House) District 22 (2024), Washington",123814,668,7852,4250,1295,94486,9612,0.54,6.34,3.43,1.05,76.31,7.76
"Legislative (House) District 23 (2024), Washington",123195,1285,5929,3412,1068,96642,8163,1.04,4.81,2.77,0.87,78.45,6.63
"Legislative (House) District 24 (2024), Washington",130756,3442,1875,868,98,113749,5344,2.63,1.43,0.66,0.07,86.99,4.09
"Legislative (House) District 25 (2024), Washington",112885,691,5886,6142,1507,82252,8789,0.61,5.21,5.44,1.33,72.86,7.79
"Legislative (House) District 26 (2024), Washington",122501,711,4181,1547,694,100189,8245,0.58,3.41,1.26,0.57,81.79,6.73
"Legislative (House) District 27 (2024), Washington",122453,721,7861,10644,1033,83847,10637,0.59,6.42,8.69,0.84,68.47,8.69
"Legislative (House) District 28 (2024), Washington",114357,689,8644,11586,1642,69437,13504,0.6,7.56,10.13,1.44,60.72,11.81
"Legislative (House) District 29 (2024), Washington",108267,1510,11863,13363,3084,56930,12423,1.39,10.96,12.34,2.85,52.58,11.47
"Legislative (House) District 3 (2024), Washington",121423,1016,2369,3036,176,101265,7809,0.84,1.95,2.5,0.14,83.4,6.43
"Legislative (House) District 30 (2024), Washington",98110,462,14453,12364,2790,50534,11290,0.47,14.73,12.6,2.84,51.51,11.51
"Legislative (House) District 31 (2024), Washington",114316,1466,5582,2511,885,91024,7839,1.28,4.88,2.2,0.77,79.62,6.86
"Legislative (House) District 32 (2024), Washington",118869,338,15407,7355,503,80104,8244,0.28,12.96,6.19,0.42,67.39,6.94
"Legislative (House) District 33 (2024), Washington",100678,259,14913,13222,1525,53895,11732,0.26,14.81,13.13,1.51,53.53,11.65
"Legislative (House) District 34 (2024), Washington",116701,534,12699,8346,539,77951,10824,0.46,10.88,7.15,0.46,66.8,9.27
"Legislative (House) District 35 (2024), Washington",124359,1103,2968,1876,394,103449,8210,0.89,2.39,1.51,0.32,83.19,6.6
"Legislative (House) District 36 (2024), Washington",122064,223,10264,2460,186,94731,7881,0.18,8.41,2.02,0.15,77.61,6.46
"Legislative (House) District 37 (2024), Washington",119634,396,28833,18358,528,55726,7774,0.33,24.1,15.35,0.44,46.58,6.5
"Legislative (House) District 38 (2024), Washington",113820,1888,8815,4585,332,81301,11095,1.66,7.74,4.03,0.29,71.43,9.75
"Legislative (House) District 39 (2024), Washington",116590,734,4074,1517,293,96626,9120,0.63,3.49,1.3,0.25,82.88,7.82
"Legislative (House) District 4 (2024), Washington",123748,747,1996,1090,282,109595,5620,0.6,1.61,0.88,0.23,88.56,4.54
"Legislative (House) District 40 (2024), Washington",125219,587,3217,1029,311,103766,11268,0.47,2.57,0.82,0.25,82.87,9.0
"Legislative (House) District 41 (2024), Washington",97496,193,26800,2014,230,59685,4354,0.2,27.49,2.07,0.24,61.22,4.47
"Legislative (House) District 42 (2024), Washington",119917,2577,4841,1069,318,97072,9139,2.15,4.04,0.89,0.27,80.95,7.62
"Legislative (House) District 43 (2024), Washington",121824,704,17034,5349,348,82816,8336,0.58,13.98,4.39,0.29,67.98,6.84
"Legislative (House) District 44 (2024), Washington",103813,309,13716,2586,304,75734,6529,0.3,13.21,2.49,0.29,72.95,6.29
"Legislative (House) District 45 (2024), Washington",100252,326,15649,1542,143,72536,6213,0.33,15.61,1.54,0.14,72.35,6.2
"Legislative (House) District 46 (2024), Washington",122021,356,15467,4446,245,86818,8283,0.29,12.68,3.64,0.2,71.15,6.79
"Legislative (House) District 47 (2024), Washington",101069,655,16861,7995,910,60849,8446,0.65,16.68,7.91,0.9,60.21,8.36
"Legislative (House) District 48 (2024), Washington",89877,138,20301,2347,177,57386,5605,0.15,22.59,2.61,0.2,63.85,6.24
"Legislative (House) District 49 (2024), Washington",119013,600,4839,4178,989,90068,12327,0.5,4.07,3.51,0.83,75.68,10.36
"Legislative (House) District 5 (2024), Washington",107040,304,9937,1247,273,84408,5763,0.28,9.28,1.16,0.26,78.86,5.38
"Legislative (House) District 6 (2024), Washington",121342,1113,2386,2887,843,102447,7199,0.92,1.97,2.38,0.69,84.43,5.93
"Legislative (House) District 7 (2024), Washington",118397,5213,661,470,285,97864,9672,4.4,0.56,0.4,0.24,82.66,8.17
"Legislative (House) District 8 (2024), Washington",107468,424,3188,1829,185,79506,19748,0.39,2.97,1.7,0.17,73.98,18.38
"Legislative (House) District 9 (2024), Washington",121827,724,3211,1290,152,102995,8550,0.59,2.64,1.06,0.12,84.54,7.02
"Orange-1 State House District (2024), Vermont",3618,1,14,37,0,3422,69,0.03,0.39,1.02,0.0,94.58,1.91
"Orange-2 State House District (2024), Vermont",3786,2,46,2,2,3670,41,0.05,1.22,0.05,0.05,96.94,1.08
"Orange-3 State House District (2024), Vermont",3308,7,14,17,0,3190,37,0.21,0.42,0.51,0.0,96.43,1.12
"Orange-Caledonia State House District (2024), Vermont",3465,1,20,3,1,3261,84,0.03,0.58,0.09,0.03,94.11,2.42
"Orange-Washington-Addison State House District (2024), Vermont",7065,21,28,0,0,6709,124,0.3,0.4,0.0,0.0,94.96,1.76
"Orleans-1 State House District (2024), Vermont",3739,2,35,67,0,3586,19,0.05,0.94,1.79,0.0,95.91,0.51
"Orleans-2 State House District (2024), Vermont",3781,66,2,76,1,3556,8,1.75,0.05,2.01,0.03,94.05,0.21
"Orleans-3 State House District (2024), Vermont",3400,5,4,4,2,3216,145,0.15,0.12,0.12,0.06,94.59,4.26
"Orleans-4 State House District (2024), Vermont",3061,10,8,27,0,2890,70,0.33,0.26,0.88,0.0,94.41,2.29
"Orleans-Lamoille State House District (2024), Vermont",7057,10,46,5,1,6801,101,0.14,0.65,0.07,0.01,96.37,1.43
"Rutland-1 State House District (2024), Vermont",3285,1,7,0,0,3030,66,0.03,0.21,0.0,0.0,92.24,2.01
"Rutland-10 State House District (2024), Vermont",3039,9,2,24,0,2983,18,0.3,0.07,0.79,0.0,98.16,0.59
"Rutland-11 State House District (2024), Vermont",3013,2,26,24,2,2890,45,0.07,0.86,0.8,0.07,95.92,1.49
"Rutland-2 State House District (2024), Vermont",7462,0,80,35,0,7185,105,0.0,1.07,0.47,0.0,96.29,1.41
"Rutland-3 State House District (2024), Vermont",3613,2,0,27,2,3442,131,0.06,0.0,0.75,0.06,95.27,3.63
"Rutland-4 State House District (2024), Vermont",4212,0,2,3,0,4095,40,0.0,0.05,0.07,0.0,97.22,0.95
"Rutland-5 State House District (2024), Vermont",2729,0,10,1,1,2703,0,0.0,0.37,0.04,0.04,99.05,0.0
"Rutland-6 State House District (2024), Vermont",3704,0,0,42,0,3551,36,0.0,0.0,1.13,0.0,95.87,0.97
"Rutland-7 State House District (2024), Vermont",4055,1,34,91,0,3526,338,0.02,0.84,2.24,0.0,86.95,8.34
"Rutland-8 State House District (2024), Vermont",3848,0,0,0,2,3809,1,0.0,0.0,0.0,0.05,98.99,0.03
"Rutland-9 State House District (2024), Vermont",3319,0,16,46,2,3164,13,0.0,0.48,1.39,0.06,95.33,0.39
"Rutland-Bennington State House District (2024), Vermont",3410,1,3,27,1,3249,70,0.03,0.09,0.79,0.03,95.28,2.05
"Rutland-Windsor State House District (2024), Vermont",3735,4,7,3,2,3456,167,0.11,0.19,0.08,0.05,92.53,4.47
"State House District 1 (2024), Alabama",39529,48,175,2582,0,34963,718,0.12,0.44,6.53,0.0,88.45,1.82
"State House District 1 (2024), Alaska",13579,2242,809,65,31,8545,613,16.51,5.96,0.48,0.23,62.93,4.51
"State House District 1 (2024), Arizona",200997,1839,1857,1197,206,169335,21681,0.91,0.92,0.6,0.1,84.25,10.79
"State House District 1 (2024), Arkansas",23560,80,12,10,0,22533,352,0.34,0.05,0.04,0.0,95.64,1.49
"State House District 1 (2024), Colorado",59190,86,2891,1639,40,31881,21160,0.15,4.88,2.77,0.07,53.86,35.75
"State House District 1 (2024), Connecticut",14374,72,110,6641,68,3843,3017,0.5,0.77,46.2,0.47,26.74,20.99
"State House District 1 (2024), Florida",138350,423,3421,28677,98,93743,6169,0.31,2.47,20.73,0.07,67.76,4.46
"State House District 1 (2024), Georgia",45444,82,221,1426,0,41363,1144,0.18,0.49,3.14,0.0,91.02,2.52
"State House District 1 (2024), Hawaii",19153,24,5007,122,1490,5515,1714,0.13,26.14,0.64,7.78,28.79,8.95
"State House District 1 (2024), Idaho",45386,212,260,151,28,42366,1295,0.47,0.57,0.33,0.06,93.35,2.85
"State House District 1 (2024), Illinois",56491,99,2267,4365,48,9851,39429,0.18,4.01,7.73,0.08,17.44,69.8
"State House District 1 (2024), Indiana",46805,95,449,10822,29,18417,16060,0.2,0.96,23.12,0.06,39.35,34.31
"State House District 1 (2024), Iowa",20265,247,773,974,41,13341,4377,1.22,3.81,4.81,0.2,65.83,21.6
"State House District 1 (2024), Kansas",17891,347,97,176,44,15739,425,1.94,0.54,0.98,0.25,87.97,2.38
"State House District 1 (2024), Kentucky",33994,41,88,3167,46,29032,910,0.12,0.26,9.32,0.14,85.4,2.68
"State House District 1 (2024), Louisiana",34823,184,192,9757,29,23065,725,0.53,0.55,28.02,0.08,66.23,2.08
"State House District 1 (2024), Maine",7035,11,0,74,2,6742,106,0.16,0.0,1.05,0.03,95.84,1.51
"State House District 1 (2024), Michigan",53004,200,133,20455,1,13802,16804,0.38,0.25,38.59,0.0,26.04,31.7
"State House District 1 (2024), Mississippi",17630,41,71,319,1,16771,101,0.23,0.4,1.81,0.01,95.13,0.57
"State House District 1 (2024), Missouri",28921,46,123,468,6,27493,494,0.16,0.43,1.62,0.02,95.06,1.71
"State House District 1 (2024), Montana",9074,99,16,5,29,8478,161,1.09,0.18,0.06,0.32,93.43,1.77
"State House District 1 (2024), New Mexico",21548,4002,94,58,10,12802,3611,18.57,0.44,0.27,0.05,59.41,16.76
"State House District 1 (2024), North Carolina",67998,56,291,12193,19,52445,1649,0.08,0.43,17.93,0.03,77.13,2.43
"State House District 1 (2024), North Dakota",11248,344,31,356,0,10079,102,3.06,0.28,3.17,0.0,89.61,0.91
"State House District 1 (2024), Ohio",86798,95,2153,27452,8,49334,3809,0.11,2.48,31.63,0.01,56.84,4.39
"State House District 1 (2024), Oklahoma",28275,3665,153,2038,113,19203,975,12.96,0.54,7.21,0.4,67.92,3.45
"State House District 1 (2024), Oregon",58240,709,429,76,50,51124,2959,1.22,0.74,0.13,0.09,87.78,5.08
"State House District 1 (2024), Pennsylvania",48387,117,495,6437,4,35989,3634,0.24,1.02,13.3,0.01,74.38,7.51
"State House District 1 (2024), Puerto Rico",60008,0,272,176,0,2041,57444,0.0,0.45,0.29,0.0,3.4,95.73
"State House District 1 (2024), Rhode Island",10586,5,1333,578,1,7343,824,0.05,12.59,5.46,0.01,69.37,7.78
"State House District 1 (2024), South Carolina",34509,73,201,458,31,31550,916,0.21,0.58,1.33,0.09,91.43,2.65
"State House District 1 (2024), South Dakota",19358,2603,124,37,0,15928,231,13.45,0.64,0.19,0.0,82.28,1.19
"State House District 1 (2024), Tennessee",53756,70,227,1375,0,49955,1026,0.13,0.42,2.56,0.0,92.93,1.91
"State House District 1 (2024), Texas",145225,684,1180,28473,143,103687,7801,0.47,0.81,19.61,0.1,71.4,5.37
"State House District 1 (2024), Utah",30882,117,230,52,18,27759,2224,0.38,0.74,0.17,0.06,89.89,7.2
"State House District 1 (2024), Virginia",62062,33,5178,3128,57,46315,5267,0.05,8.34,5.04,0.09,74.63,8.49
"State House District 1 (2024), Wyoming",7439,20,14,1,14,7008,96,0.27,0.19,0.01,0.19,94.21,1.29
"State House District 10 (2024), Alabama",37544,198,1154,8044,97,24876,1891,0.53,3.07,21.43,0.26,66.26,5.04
"State House District 10 (2024), Alaska",13059,914,1175,224,531,8087,774,7.0,9.0,1.72,4.07,61.93,5.93
"State House District 10 (2024), Arizona",183256,1200,3873,4921,270,143200,24516,0.65,2.11,2.69,0.15,78.14,13.38
"State House District 10 (2024), Arkansas",22749,179,757,493,7,19315,1313,0.79,3.33,2.17,0.03,84.9,5.77
"State House District 10 (2024), Colorado",74144,96,2971,814,33,60324,7496,0.13,4.01,1.1,0.04,81.36,10.11
"State House District 10 (2024), Connecticut",16853,5,410,3354,0,6945,5825,0.03,2.43,19.9,0.0,41.21,34.56
"State House District 10 (2024), Florida",139601,73,1014,21034,27,105029,8236,0.05,0.73,15.07,0.02,75.24,5.9
"State House District 10 (2024), Georgia",45833,20,473,1589,4,40402,2634,0.04,1.03,3.47,0.01,88.15,5.75
"State House District 10 (2024), Hawaii",19546,11,7278,304,2042,4181,1540,0.06,37.24,1.56,10.45,21.39,7.88
"State House District 10 (2024), Idaho",44542,180,482,328,45,37694,4810,0.4,1.08,0.74,0.1,84.63,10.8
"State House District 10 (2024), Illinois",79332,6,3542,30800,65,35386,7860,0.01,4.46,38.82,0.08,44.6,9.91
"State House District 10 (2024), Indiana",52845,14,669,3206,10,40349,7750,0.03,1.27,6.07,0.02,76.35,14.67
"State House District 10 (2024), Iowa",25090,20,86,133,2,24084,375,0.08,0.34,0.53,0.01,95.99,1.49
"State House District 10 (2024), Kansas",18563,350,743,1062,0,13722,1598,1.89,4.0,5.72,0.0,73.92,8.61
"State House District 10 (2024), Kentucky",34895,23,239,1664,2,30618,966,0.07,0.68,4.77,0.01,87.74,2.77
"State House District 10 (2024), Louisiana",33345,96,196,10805,40,21340,445,0.29,0.59,32.4,0.12,64.0,1.33
"State House District 10 (2024), Maine",7499,113,21,8,0,7071,146,1.51,0.28,0.11,0.0,94.29,1.95
"State House District 10 (2024), Michigan",68275,51,710,28725,49,35837,1063,0.07,1.04,42.07,0.07,52.49,1.56
"State House District 10 (2024), Mississippi",19897,21,74,4060,0,14860,538,0.11,0.37,20.41,0.0,74.68,2.7
"State House District 10 (2024), Missouri",27807,87,237,2204,272,22617,1610,0.31,0.85,7.93,0.98,81.34,5.79
"State House District 10 (2024), Montana",9465,176,153,34,3,8511,302,1.86,1.62,0.36,0.03,89.92,3.19
"State House District 10 (2024), New Mexico",20906,269,60,374,33,5673,13988,1.29,0.29,1.79,0.16,27.14,66.91
"State House District 10 (2024), North Carolina",63412,55,701,20772,60,37179,2947,0.09,1.11,32.76,0.09,58.63,4.65
"State House District 10 (2024), North Dakota",13607,6,312,1120,1,11440,241,0.04,2.29,8.23,0.01,84.07,1.77
"State House District 10 (2024), Ohio",92316,138,1368,10959,45,73136,3406,0.15,1.48,11.87,0.05,79.22,3.69
"State House District 10 (2024), Oklahoma",29678,3021,380,412,9,21812,1292,10.18,1.28,1.39,0.03,73.5,4.35
"State House District 10 (2024), Oregon",58524,1087,630,225,84,50961,3201,1.86,1.08,0.38,0.14,87.08,5.47
"State House District 10 (2024), Pennsylvania",44303,150,3098,25814,5,11579,1471,0.34,6.99,58.27,0.01,26.14,3.32
"State House District 10 (2024), Puerto Rico",64848,24,4,112,22,273,64386,0.04,0.01,0.17,0.03,0.42,99.29
"State House District 10 (2024), Rhode Island",7711,228,662,691,0,2079,3785,2.96,8.59,8.96,0.0,26.96,49.09
"State House District 10 (2024), South Carolina",31627,278,513,3321,0,25215,1470,0.88,1.62,10.5,0.0,79.73,4.65
"State House District 10 (2024), South Dakota",18059,357,398,1028,1,14961,701,1.98,2.2,5.69,0.01,82.85,3.88
"State House District 10 (2024), Tennessee",53462,66,295,1491,102,48099,2563,0.12,0.55,2.79,0.19,89.97,4.79
"State House District 10 (2024), Texas",147177,178,1190,22814,145,88608,31515,0.12,0.81,15.5,0.1,60.21,21.41
"State House District 10 (2024), Utah",30452,207,197,558,84,23434,5342,0.68,0.65,1.83,0.28,76.95,17.54
"State House District 10 (2024), Virginia",58686,108,14531,3639,52,32204,6159,0.18,24.76,6.2,0.09,54.88,10.49
"State House District 10 (2024), Wyoming",6996,25,19,1,0,6460,393,0.36,0.27,0.01,0.0,92.34,5.62
"State House District 100 (2024), Alabama",34983,48,604,6100,2,26291,1072,0.14,1.73,17.44,0.01,75.15,3.06
"State House District 100 (2024), Arkansas",22480,173,289,7241,0,13584,736,0.77,1.29,32.21,0.0,60.43,3.27
"State House District 100 (2024), Connecticut",18235,17,591,2349,11,12804,1712,0.09,3.24,12.88,0.06,70.22,9.39
"State House District 100 (2024), Florida",137521,243,2780,10331,42,99574,21771,0.18,2.02,7.51,0.03,72.41,15.83
"State House District 100 (2024), Georgia",38453,4,6023,3257,0,25174,3320,0.01,15.66,8.47,0.0,65.47,8.63
"State House District 100 (2024), Illinois",83635,61,280,1095,71,80034,1045,0.07,0.33,1.31,0.08,95.69,1.25
"State House District 100 (2024), Indiana",49831,50,679,8763,16,34564,3503,0.1,1.36,17.59,0.03,69.36,7.03
"State House District 100 (2024), Iowa",24219,20,166,660,8,22316,577,0.08,0.69,2.73,0.03,92.14,2.38
"State House District 100 (2024), Kansas",17264,23,448,393,2,13884,1942,0.13,2.59,2.28,0.01,80.42,11.25
"State House District 100 (2024), Kentucky",36136,46,239,851,4,33958,388,0.13,0.66,2.35,0.01,93.97,1.07
"State House District 100 (2024), Louisiana",34653,60,3128,28184,0,1878,610,0.17,9.03,81.33,0.0,5.42,1.76
"State House District 100 (2024), Maine",8180,4,208,187,1,7108,346,0.05,2.54,2.29,0.01,86.89,4.23
"State House District 100 (2024), Michigan",74464,314,274,1258,9,69721,1487,0.42,0.37,1.69,0.01,93.63,2.0
"State House District 100 (2024), Mississippi",18234,45,52,4846,13,12840,239,0.25,0.29,26.58,0.07,70.42,1.31
"State House District 100 (2024), Missouri",27497,9,1719,883,3,23545,888,0.03,6.25,3.21,0.01,85.63,3.23
"State House District 100 (2024), Montana",9882,47,48,103,2,8637,783,0.48,0.49,1.04,0.02,87.4,7.92
"State House District 100 (2024), North Carolina",56025,104,3449,17200,0,28922,5174,0.19,6.16,30.7,0.0,51.62,9.24
"State House District 100 (2024), Oklahoma",28411,576,1134,4556,0,17697,2533,2.03,3.99,16.04,0.0,62.29,8.92
"State House District 100 (2024), Pennsylvania",44438,1,126,558,10,41904,1331,0.0,0.28,1.26,0.02,94.3,3.0
"State House District 100 (2024), South Carolina",32802,171,386,9964,25,20054,1603,0.52,1.18,30.38,0.08,61.14,4.89
"State House District 100 (2024), Texas",105539,243,2386,45534,30,17643,37370,0.23,2.26,43.14,0.03,16.72,35.41
"State House District 100 (2024), Virginia",63766,66,1613,12292,0,45567,2847,0.1,2.53,19.28,0.0,71.46,4.46
"State House District 101 (2024), Alabama",35018,65,774,8118,26,23814,1225,0.19,2.21,23.18,0.07,68.01,3.5
"State House District 101 (2024), Connecticut",18432,38,691,136,0,16653,566,0.21,3.75,0.74,0.0,90.35,3.07
"State House District 101 (2024), Florida",119328,431,4019,14902,359,56459,40766,0.36,3.37,12.49,0.3,47.31,34.16
"State House District 101 (2024), Georgia",37279,1,2728,9918,38,20548,3024,0.0,7.32,26.6,0.1,55.12,8.11
